,Set,Interview,Page,Block,Speaker,Text,Time_Mark
299,21-22 Combined,INTERVIEW 15 ,259,3,Interviewee,"But it depends. Some communities have a utility coordinator and they have other, I feel ",300
300,21-22 Combined,INTERVIEW 15 ,259,3,Interviewee,like other support staff that help the operators with keeping up on some of that. Maybe ,301
301,21-22 Combined,INTERVIEW 15 ,259,3,Interviewee,some of that compliance stuff. I don't know. I think it's about the same. ,302
302,21-22 Combined,INTERVIEW 15 ,259,4,Interviewer 1, Treading water. Okay. So we've alluded to this and it's going to seem a very obvious ,303
303,21-22 Combined,INTERVIEW 15 ,259,5,Interviewer 1,question to you. Are there particular challenges to operating in arctic environments? ,304
304,21-22 Combined,INTERVIEW 15 ,259,6,Interviewee,Yes. ,305
305,21-22 Combined,INTERVIEW 15 ,259,7,Interviewer 1, Forget that you're talking to me and pretend that you're talking to someone else. ,306
306,21-22 Combined,INTERVIEW 15 ,259,8,Interviewee,Okay. I'll just look at [REDACTED]. ,307
307,21-22 Combined,INTERVIEW 15 ,259,9,Interviewer 1, All right. ,308
308,21-22 Combined,INTERVIEW 15 ,259,10,Interviewee,"Well, so yes. I don't know the first one that comes to mind. Wait, a couple of things come ",309
309,21-22 Combined,INTERVIEW 15 ,259,10,Interviewee,to mind but so we have to make sure when you're delivering water that it doesn't freeze. ,310
310,21-22 Combined,INTERVIEW 15 ,259,10,Interviewee,"Obviously, first of all. And so in keeping the pipes heated in one way or another and that's ",311
311,21-22 Combined,INTERVIEW 15 ,259,10,Interviewee,"usually heat tape, electric heat tape or heated glycol. So that's challenge number one, I ",312
312,21-22 Combined,INTERVIEW 15 ,259,10,Interviewee,"guess. And then also in water treatment, there's an optimum temperature at which you, ",313
313,21-22 Combined,INTERVIEW 15 ,259,10,Interviewee,"there's optimum temperature depending on what chemicals you add and all that. And so, ",314
314,21-22 Combined,INTERVIEW 15 ,259,10,Interviewee,"if you have a too high of temperature, it can help. I haven't been to training for a long ",315
315,21-22 Combined,INTERVIEW 15 ,259,10,Interviewee,"time now. But if it's at too high of temperature, the chemicals don't react the right way I ",316
316,21-22 Combined,INTERVIEW 15 ,259,10,Interviewee,guess. ,317
317,21-22 Combined,INTERVIEW 15 ,259,11,Interviewee,And so you want to have the water warm so it doesn't freeze but you also don't want to. ,318
318,21-22 Combined,INTERVIEW 15 ,259,11,Interviewee,You want to make sure you're not hindering your own treatment process. So that's tricky ,319
319,21-22 Combined,INTERVIEW 15 ,259,11,Interviewee,"too because you pull the water out of the ground, it's 32 degrees or so 34 or something ",320
320,21-22 Combined,INTERVIEW 15 ,259,11,Interviewee,very close to freezing. Might be a little higher than that actually but whatever. It's cold ,321
321,21-22 Combined,INTERVIEW 15 ,259,11,Interviewee,"but so they have to heat it but then you want to, I don't know, balance that. And that just, ",322
322,21-22 Combined,INTERVIEW 15 ,259,11,Interviewee,"I don't know, it's extreme weather we've been having lately when it's really windy and ",323
323,21-22 Combined,INTERVIEW 15 ,260,1,Interviewee,"snowy and we get, where we are at most places, it's very flat, so we can get really big ",324
324,21-22 Combined,INTERVIEW 15 ,260,1,Interviewee,snow drifts and things like that can be a problem. But I think probably… What am I ,325
325,21-22 Combined,INTERVIEW 15 ,260,1,Interviewee,forgetting [REDACTED]. You caught me off guard. What else? ,326
326,21-22 Combined,INTERVIEW 15 ,260,2,Interviewer 1," Well, I got some more… ",327
327,21-22 Combined,INTERVIEW 15 ,260,3,Interviewee,There's so many things. ,328
328,21-22 Combined,INTERVIEW 15 ,260,4,Interviewer 1, … related questions but I think that's… I'm not sure if water systems that… So some of the ,329
329,21-22 Combined,INTERVIEW 15 ,260,5,Interviewer 1,water systems have to move water. Nothing can stop and I think that's a little bit different ,330
330,21-22 Combined,INTERVIEW 15 ,260,5,Interviewer 1,than some places. ,331
331,21-22 Combined,INTERVIEW 15 ,260,6,Interviewee,"Yeah. it's circulating water. All the systems out here circulate water, even if there's… I ",332
332,21-22 Combined,INTERVIEW 15 ,260,6,Interviewee,think there's usually… It's they have to either circulate the water or add heat. And I think ,333
333,21-22 Combined,INTERVIEW 15 ,260,6,Interviewee,"most of our systems, they might do both. And then they're almost… Every system I've ",334
334,21-22 Combined,INTERVIEW 15 ,260,6,Interviewee,"ever gone to and surveyed, they all circulate water because there's a question on the ",335
335,21-22 Combined,INTERVIEW 15 ,260,6,Interviewee,"sanitary survey where it asked about dead ends and they're were all like, ""We don't have ",336
336,21-22 Combined,INTERVIEW 15 ,260,6,Interviewee,"any. The water it's always moving."" But that can cause a problem too on the infrastructure ",337
337,21-22 Combined,INTERVIEW 15 ,260,6,Interviewee,because it wears out pipes faster when you've got more water moving around. So ,338
338,21-22 Combined,INTERVIEW 15 ,260,6,Interviewee,[inaudible] with the challenge. And everyone gets all up in arms when their water's ,339
339,21-22 Combined,INTERVIEW 15 ,260,6,Interviewee,delayed by a day or two. ,340
340,21-22 Combined,INTERVIEW 15 ,260,7,Interviewee,But think about how that works in a village when they're delivering with a hundred-gallon ,341
341,21-22 Combined,INTERVIEW 15 ,260,7,Interviewee,trailer vessel say or 200… Whatever. They're different but a 100 to 200 gallon vessel on a ,342
342,21-22 Combined,INTERVIEW 15 ,260,7,Interviewee,trailer. And they're hauling it around on boardwalk with a four-wheeler with chains on ,343
343,21-22 Combined,INTERVIEW 15 ,260,7,Interviewee,the tires trying to keep it from flying off the side and yeah. It gets bad in [REDACTED] and ,344
344,21-22 Combined,INTERVIEW 15 ,260,7,Interviewee,"people get really bent out of shape about it and they're like, ""What are we going to do."" ",345
345,21-22 Combined,INTERVIEW 15 ,260,7,Interviewee,"One day without water and then, I think it's got to be way worse in the villages and with ",346
346,21-22 Combined,INTERVIEW 15 ,260,7,Interviewee,"those small haul systems, they just are terrible anyways. But even some places do snow ",347
347,21-22 Combined,INTERVIEW 15 ,260,7,Interviewee,"machines where they can. Like [REDACTED], they're a boardwalk community but they get ",348
348,21-22 Combined,INTERVIEW 15 ,260,7,Interviewee,lots of wind and snow. And everything gets flattened out then they can move a snow ,349
349,21-22 Combined,INTERVIEW 15 ,260,7,Interviewee,machine there. ,350
350,21-22 Combined,INTERVIEW 15 ,260,8,Interviewer 1," They're hauling water with a snow machine. Man, that seems a nightmare. Cool. So I got ",351
351,21-22 Combined,INTERVIEW 15 ,260,9,Interviewer 1,some other questions related that I will hop back to you but staying on this arctic thing. ,352
352,21-22 Combined,INTERVIEW 15 ,260,9,Interviewer 1,Is climate change an issue? ,353
353,21-22 Combined,INTERVIEW 15 ,260,10,Interviewee,Yeah. I think so.  ,354
354,21-22 Combined,INTERVIEW 15 ,260,11,Interviewer 1," Not in general, right? But for water infrastructure. Are things changing? Is climate change ",355
355,21-22 Combined,INTERVIEW 15 ,260,12,Interviewer 1,affecting water? ,356
356,21-22 Combined,INTERVIEW 15 ,260,13,Interviewee,"I think so. Man, I guess I haven't thought about that a lot or not in a while. Well, so most ",357
357,21-22 Combined,INTERVIEW 15 ,260,13,Interviewee,of our villages are having big erosion problems or a lot of villages are. More than has been ,358
358,21-22 Combined,INTERVIEW 15 ,260,13,Interviewee,"documented. Most places you can find an area where they're having some erosion, even ",359
359,21-22 Combined,INTERVIEW 15 ,261,1,Interviewee,"if it hasn't been on the news or [REDACTED] hasn't been out there. But [REDACTED], their ",360
360,21-22 Combined,INTERVIEW 15 ,261,1,Interviewee,school is getting demo’d through an emergency order or something through the ,361
361,21-22 Combined,INTERVIEW 15 ,261,1,Interviewee,"governor. I think. And the water plant is not very far away from there, which is their ",362
362,21-22 Combined,INTERVIEW 15 ,261,1,Interviewee,primary… [REDACTED] is lucky in that they have two wells. One is the community water ,363
363,21-22 Combined,INTERVIEW 15 ,261,1,Interviewee,system well. That's the one that's going to go in the water first. And then the second one ,364
364,21-22 Combined,INTERVIEW 15 ,261,1,Interviewee,is just tied to their washeteria which me and [REDACTED] have talked about this. He's ,365
365,21-22 Combined,INTERVIEW 15 ,261,1,Interviewee,talked to the community about it I think and their plan is to just switch the primary water ,366
366,21-22 Combined,INTERVIEW 15 ,261,1,Interviewee,source to the washeteria well and system. ,367
367,21-22 Combined,INTERVIEW 15 ,261,2,Interviewee,So they are lucky in the fact that they do have a backup but that eventually will need to… ,368
368,21-22 Combined,INTERVIEW 15 ,261,2,Interviewee,I don't know. They're going to be leapfrogging away from the river or they're calling it a ,369
369,21-22 Combined,INTERVIEW 15 ,261,2,Interviewee,slow retreat away from the river bank because it's just eroding away. So I think that's ,370
370,21-22 Combined,INTERVIEW 15 ,261,2,Interviewee,"climate change. The river bank's not being, but also I think it's part of a natural process. ",371
371,21-22 Combined,INTERVIEW 15 ,261,2,Interviewee,But the banks not being able to hold where they already anymore because the permafrost ,372
372,21-22 Combined,INTERVIEW 15 ,261,2,Interviewee,isn't staying frozen long enough in the air. ,373
373,21-22 Combined,INTERVIEW 15 ,261,3,Interviewer 1, You talked about people seeking traditional sources of water. Are the traditional sources ,374
374,21-22 Combined,INTERVIEW 15 ,261,4,Interviewer 1,of water changing because of melting permafrost or other? Do of any of examples of that? ,375
375,21-22 Combined,INTERVIEW 15 ,261,5,Interviewee,I don't. I could imagine that there would be some changes in that but I don't know any. ,376
376,21-22 Combined,INTERVIEW 15 ,261,6,Interviewer 1," I'm curious about that one because that's one of the hypotheses, is that well, the ",377
377,21-22 Combined,INTERVIEW 15 ,261,7,Interviewer 1,groundwater might be changing or the surface water might be changing or things that ,378
378,21-22 Combined,INTERVIEW 15 ,261,7,Interviewer 1,have. Things might be melting and kicking up into that. But I don't know any. ,379
379,21-22 Combined,INTERVIEW 15 ,261,8,Interviewee,Yeah. ,380
380,21-22 Combined,INTERVIEW 15 ,261,9,Interviewer 1, Okay. I got a quick one for you. You live in [REDACTED]. Somebody's moving to ,381
381,21-22 Combined,INTERVIEW 15 ,261,10,Interviewer 1,"[REDACTED]. They say, ""Hey, heard water delivery is crazy. Looking to buy a house."" What ",382
382,21-22 Combined,INTERVIEW 15 ,261,10,Interviewer 1,would you tell someone coming there new that had heard about some of the water stuff ,383
383,21-22 Combined,INTERVIEW 15 ,261,10,Interviewer 1,you're talking about? What advice would you give them? ,384
384,21-22 Combined,INTERVIEW 15 ,261,11,Interviewee,"Yeah. Well, since I just had three people move here I always try to tell people to get into ",385
385,21-22 Combined,INTERVIEW 15 ,261,11,Interviewee,[REDACTED] if they can. If there's an opening in [REDACTED] for a rental or. Most people ,386
386,21-22 Combined,INTERVIEW 15 ,261,11,Interviewee,I have come in here are getting rentals but even if they were looking to buy a house. ,387
387,21-22 Combined,INTERVIEW 15 ,261,12,Interviewer 1, Piped water is what you're saying. ,388
388,21-22 Combined,INTERVIEW 15 ,261,13,Interviewee,Yes. Yeah. Well and especially it's hard when you are coming from somewhere you've ,389
389,21-22 Combined,INTERVIEW 15 ,261,13,Interviewee,"never had to think about. Even if you're like, ""I'm an environmental scientist. I conserve ",390
390,21-22 Combined,INTERVIEW 15 ,261,13,Interviewee,"water."" It's still so different to have to really look at how much water you have and like I ",391
391,21-22 Combined,INTERVIEW 15 ,261,13,Interviewee,"said, we ran out last night. The other thing, if they were moving here and they couldn't ",392
392,21-22 Combined,INTERVIEW 15 ,261,13,Interviewee,"get in piped water, I would always advise to get. Live somewhere that has a bigger water ",393
393,21-22 Combined,INTERVIEW 15 ,261,13,Interviewee,"tank, especially if you are paying for water. So I pay the water bill for our house. It is ",394
394,21-22 Combined,INTERVIEW 15 ,261,13,Interviewee,currently $467 a month. I get 300 gallons delivered twice a week and then obviously the ,395
395,21-22 Combined,INTERVIEW 15 ,262,1,Interviewee,"sewer gets hauled as well. So again, I have a water truck come to my house four times a ",396
396,21-22 Combined,INTERVIEW 15 ,262,1,Interviewee,"week, a delivery driver come to my house four times a week. ",397
397,21-22 Combined,INTERVIEW 15 ,262,2,Interviewee,"I understand why it's so much. But so in [REDACTED], we have a thousand gallon tank in ",398
398,21-22 Combined,INTERVIEW 15 ,262,2,Interviewee,there. I would've wanted a little bit bigger one but I think that's a middle ground that we ,399
399,21-22 Combined,INTERVIEW 15 ,262,2,Interviewee,can at least go to weekly deliveries so our bill won't be so much. Because the price here ,400
400,21-22 Combined,INTERVIEW 15 ,262,2,Interviewee,isn't tied to so much. It's not tied to the gallon as much as how many times the drivers ,401
401,21-22 Combined,INTERVIEW 15 ,262,2,Interviewee,"come into your house and how much time they're spending coming to my house. So yeah, ",402
402,21-22 Combined,INTERVIEW 15 ,262,2,Interviewee,I would always say I recommend bigger water tanks so they don't have to come here as ,403
403,21-22 Combined,INTERVIEW 15 ,262,2,Interviewee,"often. And we're just [REDACTED] and he's like, ""I am this old. I am not going to…"" He's ",404
404,21-22 Combined,INTERVIEW 15 ,262,2,Interviewee,not going to live like a college student and ration his water. ,405
405,21-22 Combined,INTERVIEW 15 ,262,3,Interviewee,"Like I have done in some of my time here where I'm like, ""I am not paying that higher bill."" ",406
406,21-22 Combined,INTERVIEW 15 ,262,3,Interviewee,"He's like, ""No. We're… I'm going to take a shower every day if I want to."" And whatever. ",407
407,21-22 Combined,INTERVIEW 15 ,262,3,Interviewee,"So yeah. And it depends on too where you live at. So, thank God I live in [REDACTED] or ",408
408,21-22 Combined,INTERVIEW 15 ,262,3,Interviewee,something and there's Zone [REDACTED]. [REDACTED] probably knows more about this ,409
409,21-22 Combined,INTERVIEW 15 ,262,3,Interviewee,than I do. But the other zones that [REDACTED] that's legitimately 20 minutes away from ,410
410,21-22 Combined,INTERVIEW 15 ,262,3,Interviewee,"my house. It's a long drive in [REDACTED]. Theirs is higher price. So, I'm sure if someone ",411
411,21-22 Combined,INTERVIEW 15 ,262,3,Interviewee,out there. Which hopefully no one out there has a 300-gallon tank. Those are all bigger ,412
412,21-22 Combined,INTERVIEW 15 ,262,3,Interviewee,houses but it's probably even more out there. ,413
413,21-22 Combined,INTERVIEW 15 ,262,4,Interviewer 1," I think new houses aren't allowed to have tanks smaller than a certain size, right? I think ",414
414,21-22 Combined,INTERVIEW 15 ,262,5,Interviewer 1,there was some code change in the [crosstalk]. Yeah. ,415
415,21-22 Combined,INTERVIEW 15 ,262,6,Interviewee,I think it's still 300. ,416
416,21-22 Combined,INTERVIEW 15 ,262,7,Interviewer 1," Yeah. 300 is a tiny tank. I always have to explain that to folks that have never done it, ",417
417,21-22 Combined,INTERVIEW 15 ,262,8,Interviewer 1,that… Because I talk to my parents about it. They have no idea how much. I made them ,418
418,21-22 Combined,INTERVIEW 15 ,262,8,Interviewer 1,"show me a water bill. They have no idea 10,000 gallons. They don't know. 300 is tight. ",419
419,21-22 Combined,INTERVIEW 15 ,262,9,Interviewee,"But 300, a single person, I don't know. I had a couple of different rentals here that had ",420
420,21-22 Combined,INTERVIEW 15 ,262,9,Interviewee,300 gallons or even they might have been even smaller than that. But I would just get ,421
421,21-22 Combined,INTERVIEW 15 ,262,9,Interviewee,once a week for one person isn't that much. But it's still… It would be cheaper if they came ,422
422,21-22 Combined,INTERVIEW 15 ,262,9,Interviewee,once every two weeks if you had a bigger tank. So I think the goal would be… And the goal ,423
423,21-22 Combined,INTERVIEW 15 ,262,9,Interviewee,"for the city honestly, should be to get people to put in bigger tanks so there is less trucks ",424
424,21-22 Combined,INTERVIEW 15 ,262,9,Interviewee,driving around I think. ,425
425,21-22 Combined,INTERVIEW 15 ,262,10,Interviewer 1," That's the cost. The water is cheap, the people are expensive. It's the drivers and the ",426
426,21-22 Combined,INTERVIEW 15 ,262,11,Interviewer 1,trucks and insurance. That's what you're paying for. ,427
427,21-22 Combined,INTERVIEW 15 ,262,12,Interviewee,Yeah. Keeping the trucks running. ,428
428,21-22 Combined,INTERVIEW 15 ,262,13,Interviewer 1," Yeah. I want to pause for just a second. [REDACTED], it looks you're furiously taking notes ",429
429,21-22 Combined,INTERVIEW 15 ,262,14,Interviewer 1,over there. Do you have any… What am I missing? ,430
430,21-22 Combined,INTERVIEW 15 ,263,1,Interviewer 2," Yeah, no, I've been making notes. A lot of the questions that I want to ask are specifically ",431
431,21-22 Combined,INTERVIEW 15 ,263,2,Interviewer 2,about some of the trainings that we talked about at the very beginning. And so I know ,432
432,21-22 Combined,INTERVIEW 15 ,263,2,Interviewer 2,some of these might be directly from the questions you have. But I want to know a little ,433
433,21-22 Combined,INTERVIEW 15 ,263,2,Interviewer 2,bit more about what you think the biggest challenges are for certifying operators. And I ,434
434,21-22 Combined,INTERVIEW 15 ,263,2,Interviewer 2,know you talked about how [REDACTED] but also if you think that the knowledge from ,435
435,21-22 Combined,INTERVIEW 15 ,263,2,Interviewer 2,the certification or on the job training is more beneficial to actually operating the systems. ,436
436,21-22 Combined,INTERVIEW 15 ,263,3,Interviewee,Yeah. My gosh. Yes. So the operator certification is a nightmare in Alaska. I don't know if ,437
437,21-22 Combined,INTERVIEW 15 ,263,3,Interviewee,it is another places too. I imagine it's not very different state from state. So I think it was ,438
438,21-22 Combined,INTERVIEW 15 ,263,3,Interviewee,right after I moved here. I want to say it was in 2013 or something that the state moved ,439
439,21-22 Combined,INTERVIEW 15 ,263,3,Interviewee,to the ABC testing company… Whatever. Association of Board… Whatever they are. I hate ,440
440,21-22 Combined,INTERVIEW 15 ,263,3,Interviewee,that acronym. The ABC people. And that exam is not… This does not correspond with a ,441
441,21-22 Combined,INTERVIEW 15 ,263,3,Interviewee,"lot of what happens out here. All the questions about chlorine gas, they know nothing ",442
442,21-22 Combined,INTERVIEW 15 ,263,3,Interviewee,about. That is not… So there's just… And that's just an example that there's a ton of ,443
443,21-22 Combined,INTERVIEW 15 ,263,3,Interviewee,questions about things that they do not see in their day to day… In their job. Even if ,444
444,21-22 Combined,INTERVIEW 15 ,263,3,Interviewee,"they've worked there for 10 years, there will be so many things that they just don't see ",445
445,21-22 Combined,INTERVIEW 15 ,263,3,Interviewee,hands on. It doesn't click because they don't have any real world experience with it. ,446
446,21-22 Combined,INTERVIEW 15 ,263,4,Interviewee,And they're… They come up with… The way the state comes up with the levels of… Or ,447
447,21-22 Combined,INTERVIEW 15 ,263,4,Interviewee,"water treatment one or water treatment two, whatever, that's probably fine. But I just… ",448
448,21-22 Combined,INTERVIEW 15 ,263,4,Interviewee,It doesn't correlate with what is shown on the test and… Yeah. I don't know. The state for ,449
449,21-22 Combined,INTERVIEW 15 ,263,4,Interviewee,"a long time and I think [REDACTED] said they're talking about this again, doing systems ",450
450,21-22 Combined,INTERVIEW 15 ,263,4,Interviewee,specific certifications. The state has hired many contractors and spent lots of money on ,451
451,21-22 Combined,INTERVIEW 15 ,263,4,Interviewee,trying to develop system specific certifications. So they could just be… It's like when you ,452
452,21-22 Combined,INTERVIEW 15 ,263,4,Interviewee,do a sanitary survey or something. They've got the system components. Their source ,453
453,21-22 Combined,INTERVIEW 15 ,263,4,Interviewee,"waters is a well, they add permanganate, they add chlorine, whatever. That there would ",454
454,21-22 Combined,INTERVIEW 15 ,263,4,Interviewee,be an educational packet or presentation or something like a training for each component ,455
455,21-22 Combined,INTERVIEW 15 ,263,4,Interviewee,and then there would be an exam for each of those two. ,456
456,21-22 Combined,INTERVIEW 15 ,263,5,Interviewee,"And they… But their certification wouldn't transfer to another water system. So, they're ",457
457,21-22 Combined,INTERVIEW 15 ,263,5,Interviewee,only certified for [REDACTED] or whatever. And that's a solution that I could get behind ,458
458,21-22 Combined,INTERVIEW 15 ,263,5,Interviewee,because… I don't… And I don't… I never really saw. I think they switched over to the new ,459
459,21-22 Combined,INTERVIEW 15 ,263,5,Interviewee,test before I ever saw what they had previously given for the level one through four that ,460
460,21-22 Combined,INTERVIEW 15 ,263,5,Interviewee,was the state test. But I always heard that it was easier and we had lots of… We still have ,461
461,21-22 Combined,INTERVIEW 15 ,263,5,Interviewee,lots of operators that are still carrying that certification and renewing it every year. That ,462
462,21-22 Combined,INTERVIEW 15 ,263,5,Interviewee,I don't know. We just heard that it was so much more difficult and we thought for ,463
463,21-22 Combined,INTERVIEW 15 ,263,5,Interviewee,"ourselves [REDACTED] we're like, ""We're teaching what is in the book. We're teaching the ",464
464,21-22 Combined,INTERVIEW 15 ,263,5,Interviewee,"content that is in the level grade one water treatment book. What's the disconnect?"" ",465
465,21-22 Combined,INTERVIEW 15 ,263,6,Interviewee,And I still think the disconnect is that we are not given all of the information that's going ,466
466,21-22 Combined,INTERVIEW 15 ,263,6,Interviewee,"to be on the exam and they're pulling it from everywhere. And when we [REDACTED], ",467
467,21-22 Combined,INTERVIEW 15 ,263,6,Interviewee,some of the people that were there were on the committee that helped form the exam ,468
468,21-22 Combined,INTERVIEW 15 ,263,6,Interviewee,and stuff with ABC as representatives of Alaska and… Yeah. I don't know. I don't. We've ,469
469,21-22 Combined,INTERVIEW 15 ,263,6,Interviewee,"got some operators that have taken that level one exam five, six times maybe more ",470
470,21-22 Combined,INTERVIEW 15 ,264,1,Interviewee,"because it's like the state is like, ""You have to be certified. You have to take this exam. ",471
471,21-22 Combined,INTERVIEW 15 ,264,1,Interviewee,"You have to, have to, have to."" And so they just keep trying and they're… I don't know. I ",472
472,21-22 Combined,INTERVIEW 15 ,264,1,Interviewee,feel we're getting to the definition of an insanity or whatever. You just keep trying the ,473
473,21-22 Combined,INTERVIEW 15 ,264,1,Interviewee,same thing over again and expecting a different result when we're not really doing ,474
474,21-22 Combined,INTERVIEW 15 ,264,1,Interviewee,anything differently. ,475
475,21-22 Combined,INTERVIEW 15 ,264,2,Interviewer 2, Yeah. And they may be able to operate the system safely but not pass the test. ,476
476,21-22 Combined,INTERVIEW 15 ,264,3,Interviewee,Yes. ,477
477,21-22 Combined,INTERVIEW 15 ,264,4,Interviewer 2, Okay. ,478
478,21-22 Combined,INTERVIEW 15 ,264,5,Interviewee,Yep. That is something I learned right away when I moved out here and I feel like I learned ,479
479,21-22 Combined,INTERVIEW 15 ,264,5,Interviewee,that from [REDACTED] and [REDACTED]. That we had an operator. We still… I think there's ,480
480,21-22 Combined,INTERVIEW 15 ,264,5,Interviewee,still one of our operators that we're all pretty sure that man cannot read. Zero grade ,481
481,21-22 Combined,INTERVIEW 15 ,264,5,Interviewee,reading level. Cannot read but he can run the water plant. But then the state says they ,482
482,21-22 Combined,INTERVIEW 15 ,264,5,Interviewee,"won't let someone read them the exam because they say, ""If you can't read, then you ",483
483,21-22 Combined,INTERVIEW 15 ,264,5,Interviewee,"can't read chemical labels and you can't read…"" Which I can't argue with that entirely. But ",484
484,21-22 Combined,INTERVIEW 15 ,264,5,Interviewee,"if they know… If someone showed them hands on and said, ""This is what you do with this. ",485
485,21-22 Combined,INTERVIEW 15 ,264,5,Interviewee,"This is how you use it."" They could be doing it safely and doing it correctly but just because ",486
486,21-22 Combined,INTERVIEW 15 ,264,5,Interviewee,they can't read they're totally discredited. ,487
487,21-22 Combined,INTERVIEW 15 ,264,6,Interviewer 2, Yeah. ,488
488,21-22 Combined,INTERVIEW 15 ,264,7,Interviewer 1, Well and there might not be their… I think that's… There might not be five other people ,489
489,21-22 Combined,INTERVIEW 15 ,264,8,Interviewer 1,in line to take over who can read. That's the problem. It's that do you want a water plant ,490
490,21-22 Combined,INTERVIEW 15 ,264,8,Interviewer 1,operator that can't pass a test or do you want no water plant operator? ,491
491,21-22 Combined,INTERVIEW 15 ,264,9,Interviewee,Yeah. Do you want water to still continue flowing and…? ,492
492,21-22 Combined,INTERVIEW 15 ,264,10,Interviewer 2," Yeah. And I have a couple of more but [REDACTED], do you want to just to make sure ",493
493,21-22 Combined,INTERVIEW 15 ,264,11,Interviewer 2,we're staying on the list? ,494
494,21-22 Combined,INTERVIEW 15 ,264,12,Interviewer 1, Yeah. Sure. I was just… We were into the management section. ,495
495,21-22 Combined,INTERVIEW 15 ,264,13,Interviewer 2, Yeah. And I'll pipe in with my other notes. ,496
496,21-22 Combined,INTERVIEW 15 ,264,14,Interviewer 1, Yeah. So you do or have done education with water plant operators. [REDACTED]. So tell ,497
497,21-22 Combined,INTERVIEW 15 ,264,15,Interviewer 1,us about workforce development. Are you filling those positions? Is there turnover? Is it ,498
498,21-22 Combined,INTERVIEW 15 ,264,15,Interviewer 1,hard to hire people? Is it hard to train them? Who are these people? ,499
499,21-22 Combined,INTERVIEW 15 ,264,16,Interviewee,"They're… Well, I think we had no applicants for a while. We had… We knew [REDACTED] ",500
500,21-22 Combined,INTERVIEW 15 ,264,16,Interviewee,was leaving. [REDACTED] left. So then that made my position… Whatever. We had two ,501
501,21-22 Combined,INTERVIEW 15 ,264,16,Interviewee,positions open and then we had… [REDACTED] ,502
502,21-22 Combined,INTERVIEW 15 ,265,1,Interviewer 1, Why is it hard to find people for these jobs? ,503
503,21-22 Combined,INTERVIEW 15 ,265,2,Interviewee,I don't know. I wanted to come up here really bad. So I think just remoteness. I think ,504
504,21-22 Combined,INTERVIEW 15 ,265,2,Interviewee,"COVID is not helping things, honestly. Because even when we were trying to sell people ",505
505,21-22 Combined,INTERVIEW 15 ,265,2,Interviewee,"on coming up here, it's a lot of the aspects that people love about [REDACTED] and the ",506
506,21-22 Combined,INTERVIEW 15 ,265,2,Interviewee,gathering and all of the community events has been on pause. And so that's hard to ,507
507,21-22 Combined,INTERVIEW 15 ,265,2,Interviewee,promote that selling point. That's not really happening so much right now. But I think ,508
508,21-22 Combined,INTERVIEW 15 ,265,2,Interviewee,"[REDACTED], it's always hard to get people to come out here or good knowledgeable ",509
509,21-22 Combined,INTERVIEW 15 ,265,2,Interviewee,people. [REDACTED] ,510
510,21-22 Combined,INTERVIEW 15 ,265,3,Interviewer 1," It seems over time though those [REDACTED] positions have always… Well, there's been ",511
511,21-22 Combined,INTERVIEW 15 ,265,4,Interviewer 1,turnover because you are hiring people right out of school. It seems they've always filled ,512
512,21-22 Combined,INTERVIEW 15 ,265,4,Interviewer 1,in what I'd understood or what I've heard from multiple people over the years is that if ,513
513,21-22 Combined,INTERVIEW 15 ,265,4,Interviewer 1,"you want to do environmental health, [REDACTED] has a real… There's real stuff to do. ",514
514,21-22 Combined,INTERVIEW 15 ,265,4,Interviewer 1,It's not… You're not inspecting an Arby's in [REDACTED] or wherever. ,515
515,21-22 Combined,INTERVIEW 15 ,265,5,Interviewee,[REDACTED] Yeah. I don't know. [REDACTED] Because I wonder… I try to get these people ,516
516,21-22 Combined,INTERVIEW 15 ,265,5,Interviewee,to come up here and then I wonder how happy they are and if they're fulfilled in living ,517
517,21-22 Combined,INTERVIEW 15 ,265,5,Interviewee,"here and working here. I feel a little responsible for that, even though I probably ",518
518,21-22 Combined,INTERVIEW 15 ,265,5,Interviewee,shouldn't. But I don't know. And I don't know if it's… Usually we're not in a hurry but ,519
519,21-22 Combined,INTERVIEW 15 ,265,5,Interviewee,usually we… Our office finds out well in advance when someone's going to leave because ,520
520,21-22 Combined,INTERVIEW 15 ,265,5,Interviewee,they're moving and transitioning into a different career maybe or job or something. Trying ,521
521,21-22 Combined,INTERVIEW 15 ,265,5,Interviewee,"to think of when [REDACTED] left, when [REDACTED] left we knew months in advance. ",522
522,21-22 Combined,INTERVIEW 15 ,265,6,Interviewee,[REDACTED] So I think we were a little uniquely in a position where we were like all of a ,523
523,21-22 Combined,INTERVIEW 15 ,265,6,Interviewee,"sudden, we were going to have no staff. And I think that's a lot or partially due to COVID ",524
524,21-22 Combined,INTERVIEW 15 ,265,6,Interviewee,and [REDACTED]. But it was also to preserve our jobs because we were worried. We ,525
525,21-22 Combined,INTERVIEW 15 ,265,6,Interviewee,"weren't doing travel. We were worried we were going to get laid off. So, at the beginning ",526
526,21-22 Combined,INTERVIEW 15 ,265,6,Interviewee,"of this, our [REDACTED] was doing layoffs. ",527
527,21-22 Combined,INTERVIEW 15 ,265,7,Interviewer 1, Yep. That did happen. ,528
528,21-22 Combined,INTERVIEW 15 ,265,8,Interviewee,"So, we needed to… Yeah. And so we needed to really show our value and what we could ",529
529,21-22 Combined,INTERVIEW 15 ,265,8,Interviewee,do and then [REDACTED]. ,530
